packet_count,byte_count,unique_ips,unique_ports,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_count,udp_count,icmp_count
2741,1603542,19,61,88,2653,96,2697,44,0
3428,2311474,20,53,84,3326,92,3368,44,0
2368,1372076,20,44,64,2318,76,2350,4,0
2130,1110365,20,46,64,2076,76,2108,20,0
1602,895947,22,46,68,1534,72,1568,34,0
1460,782604,27,46,56,1382,56,1410,50,0
1810,858286,19,46,62,1744,76,1774,36,0
1256,505589,19,35,48,1200,48,1224,32,0
1096,539205,18,33,44,1038,40,1060,36,0
1180,624694,18,32,52,1138,56,1164,16,0
1366,580516,20,46,72,1294,64,1330,36,0
3090,2261597,24,40,76,3034,60,3072,16,0
3260,2029474,24,53,72,3194,84,3230,28,0
2454,1602435,22,44,56,2390,52,2418,36,0
2616,1571071,20,49,72,2564,76,2600,16,0
2222,1024160,25,60,80,2158,100,2198,24,0
1464,463818,22,40,60,1422,76,1452,12,0
718,110372,17,32,50,644,36,670,48,0
1356,428706,22,40,68,1308,76,1342,14,0
1338,440916,21,46,66,1260,76,1294,44,0
1210,359158,21,57,86,1118,92,1162,48,0
1590,478076,19,51,72,1502,88,1538,52,0
1320,450082,23,45,80,1260,80,1300,20,0
1114,217526,20,45,86,1040,80,1082,32,0
1346,378642,20,53,70,1270,72,1304,42,0
1222,364538,27,54,68,1128,72,1162,58,0
1606,564374,23,51,76,1526,72,1564,42,0
1844,1037968,23,47,58,1764,56,1794,50,0
2568,1555860,21,43,68,2514,72,2548,20,0
1560,859008,21,46,70,1504,76,1540,20,0
1430,819582,20,38,62,1368,46,1398,32,0
1938,1002950,25,46,62,1866,72,1896,42,0
2850,1741528,25,53,90,2778,68,2824,26,0
3642,2278820,25,63,84,3552,88,3594,48,0
1958,1095500,25,66,88,1854,76,1898,60,0
2182,1168726,25,65,92,2108,96,2154,28,0
1440,891860,27,54,76,1372,60,1410,30,0
1574,774108,26,50,64,1516,72,1548,26,0
1810,1056856,28,58,76,1732,76,1770,38,0
2042,1219118,26,56,68,1976,72,2010,32,0
1882,985904,26,63,72,1790,80,1826,56,0
1586,986032,22,61,62,1486,68,1516,70,0
1688,966650,26,54,80,1616,64,1656,32,0
1444,788762,24,48,54,1378,76,1406,38,0
2246,1244936,26,48,76,2198,80,2236,10,0
744,370174,19,22,28,728,24,742,2,0
